relevance	has_pdf	year	doi	title	why	model	run_id
yes	no	2026	10.1080/10408398.2026.2645261	Serum-free media for cultivated meat: from cellular mechanisms to cost-effective bioprocess design	Serum-free media for cultivated meat	deepseek-chat	20260715T011514
yes	no	2009	10.1002/bit.22318	Novel method for fabrication of skeletal muscle construct from the C2C12 myoblast cell line using serum-free medium AIM-V	Serum-free medium for myoblast construct	deepseek-chat	20260715T011514
yes	no	2022	10.1016/j.foodres.2022.111459	Effects of selected flavonoids oncellproliferation and differentiation of porcine muscle stem cells for cultured meat production	Flavonoids for muscle stem cell proliferation	deepseek-chat	20260715T011514
yes	no	2024	10.1016/j.fochx.2024.101202	Preliminary study on comparison of egg extraction methods for development of fetal bovine serum substitutes in cultured meat	FBS substitute from egg for cultured meat	deepseek-chat	20260715T011514
yes	no	2024	10.1016/j.foodres.2024.114303	"Corrigendum to ""Analysis of commercial fetal bovine serum (FBS) and its substitutes in the development of cultured meat"" [Food Res. Int.174P1 (2023) 113617]"	FBS substitutes for cultured meat medium	deepseek-chat	20260715T011514
yes	no	2026	10.1007/s10068-025-02073-w	Aloe vera-derived nanovesicles mitigate senescence and restore myogenesis in bovine satellite cells for cultured meat applications	Nanovesicles mitigate senescence, restore myogenesis	deepseek-chat	20260715T011514
yes	no	2025	10.1016/j.crfs.2025.101253	Isolation of high-purity muscle stem cells through ice-cold treatment method for the production of cell cultured meat	Isolation and expansion for cultured meat	deepseek-chat	20260715T011514
yes	no	2025	10.3390/foods14040678	Effects of Black Soldier Fly Larvae Hydrolysate on Culture of Primary Myogenic and Adipogenic Cells Isolated from Broilers for Cultured Meat Development	Hydrolysate as medium component tested	deepseek-chat	20260715T011514
yes	no	2025	10.3389/fcell.2025.1680263	A novel proliferation synergy factor cocktail maintains proliferation and improves transfection efficiency in muscle cells and fibroblasts under low-serum conditions	Low-serum cocktail for muscle cells	deepseek-chat	20260715T011514
yes	no	2024	10.5187/jast.2023.e115	Characteristics of bovine muscle satellite cell from different breeds for efficient production of cultured meat	Bovine satellite cell proliferation comparison	deepseek-chat	20260715T011514
yes	no	2023	10.1016/j.bbrc.2023.10.018	Muscle cell proliferation using water-soluble extract from nitrogen-fixing cyanobacteria Anabaena sp. PCC 7120 for sustainable cultured meat production	Serum-free growth factor extract	deepseek-chat	20260715T011514
yes	no	2023	10.1016/j.foodres.2023.113617	Analysis of commercial fetal bovine serum (FBS) and its substitutes in the development of cultured meat	FBS substitutes for cultured meat medium	deepseek-chat	20260715T011514
yes	no	2023	10.5187/jast.2022.e114	The roles of growth factors and hormones in the regulation of muscle satellite cells for cultured meat production	Growth factors for satellite cell proliferation	deepseek-chat	20260715T011514
yes	no	2018	10.1186/s12896-018-0482-6	Myogenic differentiation of primary myoblasts and mesenchymal stromal cells under serum-free conditions on PCL-collagen I-nanoscaffolds	Serum-free myogenic differentiation on scaffolds	deepseek-chat	20260715T011514
yes	no	2014	10.3892/ijmm.2013.1555	Evaluation of the effects of different culture media on the myogenic differentiation potential of adipose tissue- or bone marrow-derived human mesenchymal stem cells	Myogenic differentiation media comparison	deepseek-chat	20260715T011514
yes	no	2021	10.3390/cells10113069	YAP Promotes Cell Proliferation and Stemness Maintenance of Porcine Muscle Stem Cells under High-Density Condition	YAP, porcine muscle stem cell proliferation	deepseek-chat	20260715T011514
yes	no	2026	10.1007/s44463-025-00034-9	Enhancing cultured meat production with ginseng leaf-stem extract: a novel supplementation approach to promote porcine muscle stem cell growth	Ginseng extract promotes porcine MuSC growth	deepseek-chat	20260715T011514
yes	no	2024	10.3390/foods13040563	Effect of Crude Polysaccharides from Ecklonia cava Hydrolysate on Cell Proliferation and Differentiation of Hanwoo Muscle Stem Cells for Cultured Meat Production	Polysaccharides from seaweed hydrolysate for muscle stem cel	deepseek-chat	20260715T011514
yes	no	2023	10.1016/j.foodres.2022.112438	Auxenochlorella pyrenoidosa extract supplementation replacing fetal bovine serum for Carassius auratus muscle cell culture under low-serum conditions	Algae extract replacing FBS for muscle cell proliferation	deepseek-chat	20260715T011514
yes	no	2022	10.1039/d1fo04340d	Vitamin C enhances the ex vivo proliferation of porcine muscle stem cells for cultured meat production	Vitamin C enhances porcine muscle stem cell proliferation	deepseek-chat	20260715T011514
yes	no	2023	10.5187/jast.2023.e10	Culturing characteristics of Hanwoo myosatellite cells and C2C12 cells incubated at 37°C and 39°C for cultured meat	Myosatellite cell proliferation temperature	deepseek-chat	20260715T011514
yes	no	2022	10.5851/kosfa.2022.e61	Optimal Pre-Plating Method of Chicken Satellite Cells for Cultured Meat Production	Chicken satellite cell pre-plating method	deepseek-chat	20260715T011514
yes	no	2026	10.1016/j.foodres.2025.117879	Seeding density-dependent fate divergence of muscle stem cells revealed by single-cell RNA sequencing for cultured pork production	MuSC proliferation, seeding density for cultured pork	deepseek-chat	20260715T011514
yes	no	2026	10.1007/s44463-025-00035-8	Utilization of animal by-products as sources of bioactive compounds and FBS alternatives for cultured meat: a comprehensive review	FBS alternatives for cultured meat medium	deepseek-chat	20260715T011514
yes	no	2023	10.3390/foods12142682	The Effect of Long-Term Passage on Porcine SMCs' Function and the Improvement of TGF-β1 on Porcine SMCs' Secretory Function in Late Passage	TGF-β1 improves SMC proliferation for cultured meat	deepseek-chat	20260715T011514
yes	no	2021	10.1089/ten.tea.2020.0255	Impact of Human Epidermal Growth Factor on Tissue-Engineered Skeletal Muscle Structure and Function	hEGF enhances satellite cell proliferation	deepseek-chat	20260715T011514
yes	no	2025	10.5851/kosfa.2024.e129	Cutting-Edge Technologies of Meat Analogs: A Review	Reviews serum-free media development	deepseek-chat	20260715T011514
yes	no	2024	10.1016/j.crfs.2024.100678	Targeting myostatin using quercetin as a media supplement to improve myogenesis for cultured meat production: An in silico and in vitro study	Quercetin as media supplement for myogenesis	deepseek-chat	20260715T011514
yes	no	2025	10.3389/fnut.2025.1669909	Toward FGF2 reduction in cultured meat media: polyphenol salts enhance growth and differentiation of bESC aggregates	Polyphenol salts reduce FGF2 in media	deepseek-chat	20260715T011514
yes	no	2026	10.1038/s41598-026-38603-7	Bladder organoid conditioned media enhances myoblast proliferation under serum free conditions	Conditioned media for myoblast proliferation	deepseek-chat	20260715T011514
yes	no	2026	10.1016/j.bioadv.2025.214701	Functional replacement of fetal bovine serum by extracts from Galdieria sulphuraria in muscle cell culture	Serum-free medium using algal extract for myoblast expansion	deepseek-chat	20260715T011514
yes	no	2022	10.3389/fbioe.2022.895289	Development of a Chemically Defined Medium for in vitro Expansion of Primary Bovine Satellite Cells	Chemically defined serum-free medium for bovine satellite ce	deepseek-chat	20260715T011514
yes	no	2025	10.1016/j.psj.2025.105875	Forty-one degrees celsius enhances proliferation of chicken muscle satellite cells via mechanistic target of rapamycin activation and mitochondrial metabolism	Temperature effect on proliferation of chicken satellite cel	deepseek-chat	20260715T011514
yes	no	2022	10.1038/s41598-022-04804-z	Serum-free cultures of C2C12 cells show different muscle phenotypes which can be estimated by metabolic profiling	Serum-free C2C12 culture medium	deepseek-chat	20260715T011514
yes	no	2025	10.1016/j.foodres.2025.115800	Nattokinase as a novel food-grade enzyme for long term cell subculture	Nattokinase for myoblast subculture, food-grade	deepseek-chat	20260715T011514
yes	no	2025	10.1038/s41538-025-00480-1	Dynamic shifts in metabolic demand during myogenic progression in porcine skeletal muscle stem cells	Metabolic shifts in porcine muscle stem cells	deepseek-chat	20260715T011514
yes	no	2015	10.1089/ten.tec.2015.0166	Decelerating Mature Adipocyte Dedifferentiation by Media Composition	Media composition for adipocyte dedifferentiation	deepseek-chat	20260715T011514
yes	no	2007	10.1016/j.neuroscience.2007.01.068	Embryonic motoneuron-skeletal muscle co-culture in a defined system	Serum-free defined co-culture system	deepseek-chat	20260715T011514
yes	no	2026	10.1016/j.diff.2026.100934	Development and proteome characterization of a new muscle cell line from Oreochromis niloticus (Linnaeus, 1758)	Muscle cell line, serum, bFGF medium	deepseek-chat	20260715T011514
yes	no	2024	10.1038/s41538-024-00355-x	Conditioned serum-free culture medium accomplishes adhesion and proliferation of bovine myogenic cells on uncoated dishes	Serum-free medium for bovine myogenic cells	deepseek-chat	20260715T011514
yes	no	2024	10.1002/btpr.3402	Proliferation of mammalian cells with Chlorococcum littorale algal compounds without serum support	Algal compounds replace serum for proliferation	deepseek-chat	20260715T011514
yes	no	2023	10.3389/fcell.2023.1193634	The ensured proliferative capacity of myoblast in serum-reduced conditions with Methyl-β-cyclodextrin	Serum-reduced medium with MβCD for myoblasts	deepseek-chat	20260715T011514
yes	no	2018	10.1038/s41598-018-28746-7	Maintaining bovine satellite cells stemness through p38 pathway	Maintains bovine satellite cell stemness	deepseek-chat	20260715T011514
yes	no	2026	10.1007/s44463-025-00044-7	Effect of whey protein hydrolysate isolation as a partial replacement of fetal bovine serum on proliferation and differentiation of Hanwoo primary muscle cells	WPH replaces FBS for muscle cells	deepseek-chat	20260715T011514
yes	no	2025	10.15283/ijsc24039	Thermostable bFGF Improves Cell Lifespan by Enhancing Cell Activity in the Long-Term Culture of Human Orbicularis Oculi Stem Cells	bFGF improves stem cell expansion	deepseek-chat	20260715T011514
yes	no	2026	10.1038/s41538-026-00732-8	A small molecule strategy with forskolin and p38 inhibitor for serum-free muscle stem cell expansion	Serum-free muscle stem cell expansion	deepseek-chat	20260715T011514
yes	no	2024	10.1016/j.foodres.2023.113794	Recombinant bovine FGF1 promotes muscle satellite cells mitochondrial fission and proliferation in serum-free conditions	FGF1 in serum-free satellite cell proliferation	deepseek-chat	20260715T011514
yes	no	2018	10.1007/s10616-017-0101-8	Bovine myoblast cell production in a microcarriers-based system	Bovine myoblast culture on microcarriers	deepseek-chat	20260715T011514
yes	no	2024	10.1152/ajpcell.00231.2024	Isolation of a persistently quiescent muscle satellite cell population	Muscle satellite cell isolation, quiescence	deepseek-chat	20260715T011514
yes	no	2024	10.1007/s00203-024-04149-3	Recombinant lactate-assimilating cyanobacteria reduce high-concentration culture-associated cytotoxicity in mammalian cells	Co-culture reduces cytotoxicity for muscle cells	deepseek-chat	20260715T011514
yes	no	2024	10.1021/acs.jafc.4c00624	Integrated Omics Approach: Revealing the Mechanism of Auxenochlorella pyrenoidosa Protein Extract Replacing Fetal Bovine Serum for Fish Muscle Cell Culture	Algae extract replaces FBS for fish muscle cells	deepseek-chat	20260715T011514
yes	no	2026	10.34133/bmr.0332	Chicken Embryo Extract Remodeling of Extracellular Matrix Sustains Self-Renewal and Differentiation for Scaffold-Free Cell Sheet Formation	Chicken embryo extract replaces FBS for satellite cells	deepseek-chat	20260715T011514
yes	no	2023	10.1186/s12896-023-00774-w	In vitro culture of bovine fibroblasts using select serum-free media supplemented with Chlorella vulgaris extract	Serum-free medium with algae extract for fibroblasts	deepseek-chat	20260715T011514
